quadkey,avg_d_mbps,avg_u_mbps,avg_lat_ms,tests,devices,DISTRITO,year,quarter,year_quarter,date
2100300120132332,13.341,3.853,11,8,3,LIMA,2020,1,2020Q1,2020-01-01
2100300120132333,25.607,3.317,30,25,9,LIMA,2020,1,2020Q1,2020-01-01
2100300120133320,28.8,3.353,15,10,3,LIMA,2020,1,2020Q1,2020-01-01
2100300120133321,21.708,4.357,30,16,4,LIMA,2020,1,2020Q1,2020-01-01
2100300120133322,32.281,4.643,11,7,3,LIMA,2020,1,2020Q1,2020-01-01
2100300120133323,23.832,6.899,15,71,8,LIMA,2020,1,2020Q1,2020-01-01
2100300120301111,99.322,15.796,7,2,2,LIMA,2020,1,2020Q1,2020-01-01
2100300120301113,22.026,4.76,16,22,5,LIMA,2020,1,2020Q1,2020-01-01
2100300120301130,34.843,8.111,13,43,11,LIMA,2020,1,2020Q1,2020-01-01
2100300120301131,29.203,5.467,14,4,2,LIMA,2020,1,2020Q1,2020-01-01
2100300120301132,31.076,5.366,15,15,5,LIMA,2020,1,2020Q1,2020-01-01
2100300120301133,56.979,5.819,12,6,1,LIMA,2020,1,2020Q1,2020-01-01
2100300120301310,26.319,5.254,12,14,2,LIMA,2020,1,2020Q1,2020-01-01
2100300120301311,36.496,5.416,12,80,16,LIMA,2020,1,2020Q1,2020-01-01
2100300120310000,36.329,24.644,4,8,2,LIMA,2020,1,2020Q1,2020-01-01
2100300120310002,23.736,7.829,9,18,6,LIMA,2020,1,2020Q1,2020-01-01
2100300120310003,11.998,2.033,20,11,6,LIMA,2020,1,2020Q1,2020-01-01
2100300120310010,17.373,2.908,35,15,3,LIMA,2020,1,2020Q1,2020-01-01
2100300120310011,23.448,3.767,11,5,4,LIMA,2020,1,2020Q1,2020-01-01
2100300120310012,27.797,8.249,53,6,4,LIMA,2020,1,2020Q1,2020-01-01
2100300120310013,29.758,4.402,12,7,3,LIMA,2020,1,2020Q1,2020-01-01
2100300120310020,27.77,4.757,12,30,13,LIMA,2020,1,2020Q1,2020-01-01
2100300120310021,20.111,5.594,10,19,12,LIMA,2020,1,2020Q1,2020-01-01
2100300120310022,26.241,5.246,12,23,9,LIMA,2020,1,2020Q1,2020-01-01
2100300120310023,25.419,6.417,14,77,13,LIMA,2020,1,2020Q1,2020-01-01
2100300120310030,25.368,4.166,20,15,6,LIMA,2020,1,2020Q1,2020-01-01
2100300120310031,30.336,5.094,20,32,12,LIMA,2020,1,2020Q1,2020-01-01
2100300120310032,17.779,3.895,11,22,7,LIMA,2020,1,2020Q1,2020-01-01
2100300120310033,22.968,4.65,14,11,6,LIMA,2020,1,2020Q1,2020-01-01
2100300120310100,29.2,4.354,10,15,3,LIMA,2020,1,2020Q1,2020-01-01
2100300120310101,38.751,6.26,38,29,12,LIMA,2020,1,2020Q1,2020-01-01
2100300120310102,32.963,4.899,15,4,2,LIMA,2020,1,2020Q1,2020-01-01
2100300120310103,37.288,37.819,13,41,16,LIMA,2020,1,2020Q1,2020-01-01
2100300120310110,22.795,4.552,32,9,5,LIMA,2020,1,2020Q1,2020-01-01
2100300120310111,36.975,3.977,10,6,4,LIMA,2020,1,2020Q1,2020-01-01
2100300120310112,34.16,5.845,10,18,8,LIMA,2020,1,2020Q1,2020-01-01
2100300120310113,23.67,4.596,11,45,9,LIMA,2020,1,2020Q1,2020-01-01
2100300120310120,39.03,10.636,20,44,21,LIMA,2020,1,2020Q1,2020-01-01
2100300120310121,29.46,4.258,13,97,28,LIMA,2020,1,2020Q1,2020-01-01
2100300120310122,43.755,5.936,10,53,15,LIMA,2020,1,2020Q1,2020-01-01
2100300120310130,31.403,6.572,17,52,15,LIMA,2020,1,2020Q1,2020-01-01
2100300120310131,20.464,4.691,20,18,9,LIMA,2020,1,2020Q1,2020-01-01
2100300120310132,29.028,6.093,15,72,23,LIMA,2020,1,2020Q1,2020-01-01
2100300120310133,20.224,14.227,8,68,22,LIMA,2020,1,2020Q1,2020-01-01
2100300120310200,28.477,7.689,16,76,25,LIMA,2020,1,2020Q1,2020-01-01
2100300120310201,34.261,6.578,15,114,28,LIMA,2020,1,2020Q1,2020-01-01
2100300120310202,51.433,75.915,8,125,35,LIMA,2020,1,2020Q1,2020-01-01
2100300120310203,31.114,13.524,12,86,26,LIMA,2020,1,2020Q1,2020-01-01
2100300120310210,30.908,6.971,25,76,15,LIMA,2020,1,2020Q1,2020-01-01
2100300120310211,29.312,6.154,11,15,8,LIMA,2020,1,2020Q1,2020-01-01
2100300120310212,44.208,17.146,13,156,25,LIMA,2020,1,2020Q1,2020-01-01
2100300120310213,28.882,9.496,15,160,36,LIMA,2020,1,2020Q1,2020-01-01
2100300120310310,35.632,6.051,13,59,13,LIMA,2020,1,2020Q1,2020-01-01
2100300120310311,18.399,8.331,10,7,5,LIMA,2020,1,2020Q1,2020-01-01
2100300120310313,30.516,8.384,11,69,13,LIMA,2020,1,2020Q1,2020-01-01
2100300120310331,36.176,15.309,11,77,22,LIMA,2020,1,2020Q1,2020-01-01
2100300120310333,35.552,5.721,20,42,17,LIMA,2020,1,2020Q1,2020-01-01
2100300120311000,8.633,3.869,13,6,3,LIMA,2020,1,2020Q1,2020-01-01
2100300120311001,45.269,5.085,109,18,8,LIMA,2020,1,2020Q1,2020-01-01
2100300120311002,29.573,7.48,23,20,12,LIMA,2020,1,2020Q1,2020-01-01
2100300120311003,32.486,4.138,71,22,12,LIMA,2020,1,2020Q1,2020-01-01
2100300120311010,25.55,3.933,22,9,5,LIMA,2020,1,2020Q1,2020-01-01
2100300120311011,23.483,15.96,18,12,4,LIMA,2020,1,2020Q1,2020-01-01
2100300120311012,35.366,4.352,45,20,10,LIMA,2020,1,2020Q1,2020-01-01
2100300120311013,23.271,4.205,15,16,8,LIMA,2020,1,2020Q1,2020-01-01
2100300120311020,15.227,5.384,47,10,6,LIMA,2020,1,2020Q1,2020-01-01
2100300120311021,29.067,5.462,49,24,11,LIMA,2020,1,2020Q1,2020-01-01
2100300120311022,26.735,5.457,13,58,11,LIMA,2020,1,2020Q1,2020-01-01
2100300120311023,25.272,13.441,18,48,7,LIMA,2020,1,2020Q1,2020-01-01
2100300120311030,40.818,4.957,16,103,15,LIMA,2020,1,2020Q1,2020-01-01
2100300120311031,24.714,3.551,14,42,8,LIMA,2020,1,2020Q1,2020-01-01
2100300120311032,35.748,5.133,16,62,13,LIMA,2020,1,2020Q1,2020-01-01
2100300120311033,24.306,3.701,9,19,6,LIMA,2020,1,2020Q1,2020-01-01
2100300120311102,52.354,6.07,11,12,6,LIMA,2020,1,2020Q1,2020-01-01
2100300120311103,20.127,6.661,11,37,2,LIMA,2020,1,2020Q1,2020-01-01
2100300120311112,19.581,5.957,11,32,7,LIMA,2020,1,2020Q1,2020-01-01
2100300120311120,20.791,3.993,9,12,3,LIMA,2020,1,2020Q1,2020-01-01
2100300120311122,8.957,3.173,83,4,4,LIMA,2020,1,2020Q1,2020-01-01
2100300120311123,18.918,2.658,206,22,8,LIMA,2020,1,2020Q1,2020-01-01
2100300120311200,33.65,3.907,9,58,9,LIMA,2020,1,2020Q1,2020-01-01
2100300120311202,46.781,6.38,11,37,10,LIMA,2020,1,2020Q1,2020-01-01
2100300120311211,20.076,3.359,39,37,13,LIMA,2020,1,2020Q1,2020-01-01
2100300120311220,34.768,6.501,10,145,36,LIMA,2020,1,2020Q1,2020-01-01
2100300120311221,32.785,9.749,10,37,12,LIMA,2020,1,2020Q1,2020-01-01
2100300120311222,23.948,5.381,25,77,33,LIMA,2020,1,2020Q1,2020-01-01
2100300120311223,36.338,5.739,13,21,11,LIMA,2020,1,2020Q1,2020-01-01
2100300120311300,44.371,6.24,17,45,7,LIMA,2020,1,2020Q1,2020-01-01
2100300120311301,28.298,5.611,31,77,14,LIMA,2020,1,2020Q1,2020-01-01
2100300120311310,36.872,6.148,28,12,4,LIMA,2020,1,2020Q1,2020-01-01
2100300120130122,17.72,3.484,10,6,1,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130123,15.306,3.109,11,2,2,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130131,41.024,7.548,11,6,2,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130132,30.493,3.361,10,4,4,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130133,24.516,3.88,25,52,5,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130210,33.716,6.843,13,10,8,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130211,30.131,4.522,13,14,5,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130212,41.43,7.899,15,97,9,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130213,31.112,5.891,14,44,12,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130230,22.951,3.362,12,53,9,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130231,31.867,6.982,21,6,3,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130232,21.406,3.292,16,37,18,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130233,46.886,23.896,8,26,13,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130300,26.246,4.005,12,4,2,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130301,40.292,7.359,15,37,6,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130302,24.142,3.793,19,29,4,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130303,32.347,4.952,11,14,3,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130310,15.795,2.091,111,2,1,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130311,21.822,2.72,9,5,4,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130312,20.047,4.47,20,27,12,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130313,29.388,5.198,13,42,8,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130320,38.021,4.71,24,28,5,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130321,37.937,3.97,12,14,5,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130322,29.068,4.495,19,55,7,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130323,23.534,3.946,18,11,4,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120130332,29.225,5.619,18,4,1,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120131020,30.638,3.781,15,12,1,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132011,60.661,78.794,6,13,6,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132013,19.107,3.385,361,50,9,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132031,18.886,5.92,10,6,3,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132100,16.515,4.429,43,61,10,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132101,27.521,4.292,14,33,6,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132102,35.09,5.848,13,37,8,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132103,31.663,11.696,13,36,5,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132110,18.421,7.309,30,27,4,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132111,62.72,6.181,9,3,1,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132113,3.369,0.653,75,2,1,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132120,50.877,6.0,10,10,5,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132121,20.977,2.23,9,12,1,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132123,29.151,26.724,30,9,4,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132130,9.619,3.779,45,2,1,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132131,3.756,0.876,88,1,1,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132132,42.431,7.434,10,1,1,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120133002,40.272,3.332,12,1,1,INDEPENDENCIA,2020,1,2020Q1,2020-01-01
2100300120132113,3.369,0.653,75,2,1,RIMAC,2020,1,2020Q1,2020-01-01
2100300120132120,50.877,6.0,10,10,5,RIMAC,2020,1,2020Q1,2020-01-01
2100300120132121,20.977,2.23,9,12,1,RIMAC,2020,1,2020Q1,2020-01-01
2100300120132122,22.293,3.009,13,16,9,RIMAC,2020,1,2020Q1,2020-01-01
2100300120132123,29.151,26.724,30,9,4,RIMAC,2020,1,2020Q1,2020-01-01
2100300120132130,9.619,3.779,45,2,1,RIMAC,2020,1,2020Q1,2020-01-01
2100300120132131,3.756,0.876,88,1,1,RIMAC,2020,1,2020Q1,2020-01-01
2100300120132132,42.431,7.434,10,1,1,RIMAC,2020,1,2020Q1,2020-01-01
2100300120132301,31.333,23.655,16,8,5,RIMAC,2020,1,2020Q1,2020-01-01
2100300120132303,53.792,27.741,13,15,4,RIMAC,2020,1,2020Q1,2020-01-01
2100300120132313,36.011,5.452,23,8,7,RIMAC,2020,1,2020Q1,2020-01-01
2100300120132330,9.73,1.956,17,11,2,RIMAC,2020,1,2020Q1,2020-01-01
2100300120132331,9.365,3.984,18,14,7,RIMAC,2020,1,2020Q1,2020-01-01
2100300120132332,13.341,3.853,11,8,3,RIMAC,2020,1,2020Q1,2020-01-01
2100300120132333,25.607,3.317,30,25,9,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133002,40.272,3.332,12,1,1,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133020,41.249,7.626,12,12,6,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133021,9.846,0.697,31,1,1,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133022,40.916,5.161,25,51,7,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133023,19.996,3.382,14,48,8,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133032,31.999,10.87,15,1,1,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133200,33.093,4.661,17,48,9,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133201,37.158,6.365,13,72,15,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133202,25.429,4.937,54,35,17,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133203,26.277,4.044,21,15,9,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133210,12.668,5.895,12,1,1,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133212,31.537,4.346,13,25,5,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133220,41.279,4.838,20,128,12,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133221,31.777,15.319,17,120,24,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133222,21.507,5.644,17,29,7,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133223,24.363,4.439,15,39,13,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133230,18.342,7.791,45,106,3,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133231,11.279,5.94,33,2,2,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133232,16.105,5.01,14,72,5,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133233,29.554,16.743,13,69,8,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133322,32.281,4.643,11,7,3,RIMAC,2020,1,2020Q1,2020-01-01
2100300120310111,36.975,3.977,10,6,4,RIMAC,2020,1,2020Q1,2020-01-01
2100300120311000,8.633,3.869,13,6,3,RIMAC,2020,1,2020Q1,2020-01-01
2100300120311001,45.269,5.085,109,18,8,RIMAC,2020,1,2020Q1,2020-01-01
2100300120311010,25.55,3.933,22,9,5,RIMAC,2020,1,2020Q1,2020-01-01
2100300120311011,23.483,15.96,18,12,4,RIMAC,2020,1,2020Q1,2020-01-01
2100300120133312,26.572,4.521,19,23,15,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120133313,20.386,3.4,13,17,7,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120133320,28.8,3.353,15,10,3,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120133321,21.708,4.357,30,16,4,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120133322,32.281,4.643,11,7,3,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120133323,23.832,6.899,15,71,8,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120133330,24.061,6.16,40,6,2,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120133331,30.894,4.175,17,41,7,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120133332,17.684,4.315,15,12,7,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120133333,19.026,3.855,24,26,7,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311102,52.354,6.07,11,12,6,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311103,20.127,6.661,11,37,2,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311110,32.256,17.406,22,72,14,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311111,15.58,5.184,35,21,5,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311112,19.581,5.957,11,32,7,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311120,20.791,3.993,9,12,3,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311121,19.517,2.96,10,25,6,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311122,8.957,3.173,83,4,4,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311123,18.918,2.658,206,22,8,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311130,14.174,3.337,16,40,9,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311131,29.468,2.258,24,45,6,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311132,5.512,0.87,34,30,6,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311133,20.457,2.765,19,309,15,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311301,28.298,5.611,31,77,14,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311310,36.872,6.148,28,12,4,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120311311,40.031,5.692,17,72,4,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022202,23.471,2.722,11,18,7,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022203,17.726,3.332,16,25,6,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022212,27.83,7.032,13,8,2,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022213,21.338,3.472,14,6,5,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022222,39.895,4.568,19,42,11,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022223,10.576,2.835,15,2,2,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022233,78.035,8.054,56,5,1,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022302,11.693,2.509,18,6,2,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022303,11.091,2.159,49,11,3,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022312,8.276,0.803,11,1,1,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022313,24.647,5.094,21,34,10,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022320,15.426,5.975,12,1,1,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022321,31.602,5.181,13,45,12,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022322,16.536,7.458,25,6,2,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121022330,23.45,4.387,37,85,17,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121023200,15.907,15.443,13,1,1,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121023201,15.561,8.542,3,2,1,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121023202,9.89,3.394,29,47,7,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121200000,25.18,4.843,16,7,2,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121200001,51.14,9.687,13,8,5,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121200003,68.939,12.333,10,12,6,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121200010,42.12,6.871,20,64,10,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121200011,16.012,4.753,38,33,7,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121200021,23.274,4.052,14,12,2,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121200022,27.432,3.283,27,13,4,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121200030,32.787,8.882,14,102,21,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121200031,16.313,4.111,27,42,7,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121200032,46.66,15.045,18,47,11,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121200033,18.432,18.284,6,1,1,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300121200201,69.855,5.36,11,8,4,EL AGUSTINO,2020,1,2020Q1,2020-01-01
2100300120300132,26.319,4.538,13,27,6,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120300133,18.279,3.636,71,29,13,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120300310,31.221,4.515,11,29,6,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120300311,23.279,3.458,24,17,5,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120300312,24.102,5.617,13,15,3,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120300313,28.527,4.237,40,10,6,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301022,34.378,7.053,18,60,7,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301023,28.044,3.776,12,18,4,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301030,17.712,4.688,16,71,12,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301031,19.365,4.66,12,9,5,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301032,17.958,4.703,15,64,13,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301033,28.201,6.484,13,23,9,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301120,32.228,6.484,14,32,2,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301121,25.484,7.594,16,84,21,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301122,37.085,10.424,22,78,15,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301123,29.83,6.917,18,39,14,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301130,34.843,8.111,13,43,11,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301132,31.076,5.366,15,15,5,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301200,27.245,5.552,20,12,5,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301201,18.212,5.727,16,16,6,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301202,26.266,6.772,11,70,15,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301210,21.618,3.966,24,49,12,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301211,38.832,5.935,23,39,16,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301300,25.277,6.497,13,145,19,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301301,36.181,7.786,16,382,16,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120301310,26.319,5.254,12,14,2,BELLAVISTA,2020,1,2020Q1,2020-01-01
2100300120300202,80.822,8.081,9,2,1,LA PUNTA,2020,1,2020Q1,2020-01-01
2100300120300203,26.894,5.963,12,40,14,LA PUNTA,2020,1,2020Q1,2020-01-01
2100300120300212,30.4,3.089,7,1,1,LA PUNTA,2020,1,2020Q1,2020-01-01
2100300120300220,30.138,7.614,19,10,4,LA PUNTA,2020,1,2020Q1,2020-01-01
2100300120300221,28.04,3.008,10,1,1,LA PUNTA,2020,1,2020Q1,2020-01-01
2100300120300312,24.102,5.617,13,15,3,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120300313,28.527,4.237,40,10,6,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120300331,19.826,1.994,288,7,1,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301200,27.245,5.552,20,12,5,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301201,18.212,5.727,16,16,6,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301202,26.266,6.772,11,70,15,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301203,27.773,6.843,13,23,12,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301210,21.618,3.966,24,49,12,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301211,38.832,5.935,23,39,16,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301212,22.783,4.23,14,62,22,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301213,24.469,4.84,33,75,13,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301220,47.272,10.956,13,29,4,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301221,24.004,5.605,17,72,14,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301223,18.462,4.679,11,10,2,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301230,29.303,3.009,12,7,6,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301231,17.973,3.933,13,70,19,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301232,22.314,9.426,13,34,8,LA PERLA,2020,1,2020Q1,2020-01-01
2100300120301133,56.979,5.819,12,6,1,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301211,38.832,5.935,23,39,16,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301213,24.469,4.84,33,75,13,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301230,29.303,3.009,12,7,6,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301231,17.973,3.933,13,70,19,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301232,22.314,9.426,13,34,8,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301233,27.303,11.317,19,152,36,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301300,25.277,6.497,13,145,19,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301301,36.181,7.786,16,382,16,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301302,40.423,6.957,13,156,31,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301303,28.425,5.976,13,225,36,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301310,26.319,5.254,12,14,2,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301311,36.496,5.416,12,80,16,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301312,47.283,6.911,17,126,15,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301313,60.739,101.193,6,8,6,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301320,30.162,5.627,14,174,36,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301321,37.152,8.49,15,178,38,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301322,44.771,9.88,16,74,24,SAN MIGUEL,2020,1,2020Q1,2020-01-01
2100300120301323,38.302,12.228,14,153,42,SAN MIGUEL,2020,1,2020Q1,2020-01-01
