quadkey,avg_d_mbps,avg_u_mbps,avg_lat_ms,tests,devices,DISTRITO,year,quarter,year_quarter,date
2100300120110010,27.094,3.022,13,1,1,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110012,39.582,8.335,34,39,4,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110013,29.605,5.11,11,3,2,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110020,25.894,7.913,8,4,2,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110021,29.801,11.589,10,4,2,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110023,16.532,7.118,12,15,7,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110031,20.176,17.259,11,1,1,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110033,46.113,10.945,11,1,1,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110200,30.406,11.247,15,1,1,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110201,21.359,8.78,14,20,4,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110203,60.082,14.41,11,11,1,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110210,14.725,6.617,15,6,3,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110211,19.99,17.509,6,5,1,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110212,47.49,16.579,11,16,5,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110222,10.336,10.417,5,1,1,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110223,16.419,8.772,17,6,3,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110230,32.224,9.138,16,8,2,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120110302,13.836,6.181,25,10,3,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120112000,9.4,0.563,23,1,1,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120112001,16.716,14.095,11,3,1,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120112002,31.892,10.856,10,23,7,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120112003,54.803,14.297,10,11,4,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120112020,38.593,11.597,25,192,8,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300120112022,42.561,13.424,12,47,6,PUENTE PIEDRA,2020,3,2020Q3,2020-07-01
2100300102322311,48.888,11.506,12,5,3,MI PERU,2020,3,2020Q3,2020-07-01
2100300102322312,50.309,6.823,9,3,1,MI PERU,2020,3,2020Q3,2020-07-01
2100300102322313,23.054,5.306,11,45,9,MI PERU,2020,3,2020Q3,2020-07-01
2100300102322331,29.67,9.151,13,22,5,MI PERU,2020,3,2020Q3,2020-07-01
2100300102323022,9.364,8.684,4,1,1,MI PERU,2020,3,2020Q3,2020-07-01
2100300102323023,43.715,18.049,14,5,1,MI PERU,2020,3,2020Q3,2020-07-01
2100300102323200,49.407,11.53,45,2,2,MI PERU,2020,3,2020Q3,2020-07-01
2100300102323202,38.774,7.473,11,33,5,MI PERU,2020,3,2020Q3,2020-07-01
2100300102323210,5.464,11.644,36,5,1,MI PERU,2020,3,2020Q3,2020-07-01
2100300102323220,5.695,7.54,46,2,1,MI PERU,2020,3,2020Q3,2020-07-01
2100300102323221,59.165,17.431,14,16,1,MI PERU,2020,3,2020Q3,2020-07-01
2100300102323222,21.638,5.939,10,1,1,MI PERU,2020,3,2020Q3,2020-07-01
2100300102323110,20.089,26.266,6,2,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102323133,23.33,3.039,9,14,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102330330,2.794,2.325,32,16,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102330332,21.974,9.974,20,10,3,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332022,20.881,13.399,18,30,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332023,16.404,4.397,30,4,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332032,3.282,5.251,40,66,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332110,60.195,19.127,10,3,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332111,36.042,13.699,12,51,7,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332112,10.592,10.334,6,4,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332121,6.432,1.518,41,9,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332132,11.132,5.092,9,34,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332200,48.733,13.256,14,23,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332212,16.062,4.397,51,22,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332213,73.746,19.741,14,1,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332231,16.834,11.236,13,1,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332233,6.089,3.047,39,5,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332310,15.695,11.421,13,1,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332311,4.379,0.882,12,7,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332322,15.027,6.356,27,3,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332323,10.899,9.808,14,1,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332330,12.972,5.111,17,65,6,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102332332,55.739,16.518,13,13,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102333201,5.419,4.961,17,3,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102333203,15.442,18.359,12,2,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102333213,10.627,10.6,13,1,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102333231,1.455,0.981,49,4,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102333232,58.637,59.237,3,8,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102333233,41.257,12.913,9,5,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102333310,37.309,21.171,9,16,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102333320,26.567,12.119,13,9,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102333321,13.008,3.643,24,1,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102333322,19.432,5.938,16,9,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300102333323,15.767,5.4,30,26,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120110101,47.079,6.349,9,22,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120110112,2.821,0.653,27,4,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120110131,61.775,14.325,13,91,6,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120110132,69.632,13.112,10,1,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120110133,29.66,7.3,12,12,6,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120110301,11.878,4.092,25,22,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120110303,12.982,11.893,11,5,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120110311,48.335,10.799,11,81,9,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120110312,39.158,13.17,10,62,9,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120110313,43.482,16.009,14,76,10,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120110331,104.092,13.414,12,11,5,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111000,21.001,16.934,35,3,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111001,39.291,14.324,18,27,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111002,23.895,10.981,72,16,4,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111003,25.471,4.807,12,22,4,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111010,39.497,8.379,14,63,4,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111011,16.697,6.779,22,62,4,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111012,7.008,4.024,19,3,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111013,16.245,3.71,9,12,5,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111020,29.291,8.142,11,15,3,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111021,8.271,5.88,23,4,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111022,51.359,11.903,130,113,5,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111023,21.656,5.97,9,6,3,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111030,15.477,3.971,10,6,3,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111031,21.647,6.091,8,7,4,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111032,40.341,5.806,9,1,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111033,4.618,2.102,39,3,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111100,27.526,7.648,13,20,3,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111101,15.607,4.019,11,1,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111102,25.036,4.671,16,7,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111103,28.64,3.243,20,4,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111121,25.76,12.686,10,13,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111130,27.421,29.752,5,23,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111200,30.407,13.548,13,50,8,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111201,25.637,10.051,24,24,7,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111202,16.172,7.265,14,88,10,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111203,27.738,11.108,13,54,9,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111210,38.876,5.608,10,18,5,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111211,48.992,11.662,8,7,2,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111212,84.276,16.483,10,20,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111213,42.356,8.932,16,5,3,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111220,34.528,6.767,14,4,3,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111221,34.337,11.715,18,31,6,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111222,131.672,14.718,12,6,3,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120111232,1.523,0.204,75,4,1,CARABAYLLO,2020,3,2020Q3,2020-07-01
2100300120102303,29.799,10.006,9,3,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120102310,20.897,3.818,15,1,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120102312,3.365,0.503,32,1,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120102321,35.345,18.134,8,5,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120120113,11.211,2.065,60,7,2,CALLAO,2020,3,2020Q3,2020-07-01
2100300120120333,37.475,6.466,17,18,5,CALLAO,2020,3,2020Q3,2020-07-01
2100300120121021,4.956,1.672,162,35,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120121022,10.533,8.144,11,2,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120121023,23.853,11.464,8,3,2,CALLAO,2020,3,2020Q3,2020-07-01
2100300120121200,21.74,9.917,34,7,2,CALLAO,2020,3,2020Q3,2020-07-01
2100300120121201,32.012,7.277,14,2,2,CALLAO,2020,3,2020Q3,2020-07-01
2100300120121202,91.01,8.41,45,8,2,CALLAO,2020,3,2020Q3,2020-07-01
2100300120121203,21.403,9.661,14,48,4,CALLAO,2020,3,2020Q3,2020-07-01
2100300120121210,5.468,2.489,17,14,3,CALLAO,2020,3,2020Q3,2020-07-01
2100300120121212,27.838,5.933,32,7,5,CALLAO,2020,3,2020Q3,2020-07-01
2100300120121220,10.979,2.803,19,9,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120121221,61.485,14.841,12,120,6,CALLAO,2020,3,2020Q3,2020-07-01
2100300120121222,35.13,7.754,16,68,6,CALLAO,2020,3,2020Q3,2020-07-01
2100300120121223,27.95,9.481,24,94,11,CALLAO,2020,3,2020Q3,2020-07-01
2100300120121232,26.443,7.374,19,104,16,CALLAO,2020,3,2020Q3,2020-07-01
2100300120122121,7.817,9.481,5,1,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120122301,9.348,5.165,15,33,4,CALLAO,2020,3,2020Q3,2020-07-01
2100300120122310,9.732,5.072,49,4,2,CALLAO,2020,3,2020Q3,2020-07-01
2100300120122312,27.016,5.699,9,45,4,CALLAO,2020,3,2020Q3,2020-07-01
2100300120122333,7.963,2.235,26,7,2,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123000,59.376,22.304,10,79,10,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123001,35.807,28.15,46,118,20,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123003,32.69,12.644,10,4,2,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123010,29.269,6.369,47,48,9,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123011,21.708,4.37,25,23,3,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123012,59.075,12.689,25,34,4,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123013,37.731,9.42,14,79,12,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123020,21.891,1.916,10,1,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123030,1.015,0.251,327,2,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123031,61.736,12.011,13,66,16,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123032,5.276,0.757,22,1,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123033,46.88,14.284,12,105,12,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123100,36.823,7.717,13,33,5,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123102,53.228,11.133,38,70,6,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123103,32.017,8.751,18,91,13,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123120,51.383,12.832,13,238,20,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123121,48.242,9.749,31,89,11,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123122,42.946,9.835,12,222,29,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123123,52.316,11.837,12,109,13,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123130,43.689,8.722,15,128,10,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123132,40.602,12.018,18,48,17,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123211,22.341,11.368,17,16,3,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123212,37.885,8.67,10,2,2,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123213,32.037,6.247,20,17,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123222,1.414,2.008,8,1,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123300,34.221,4.87,15,44,8,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123301,32.859,9.006,17,52,10,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123302,31.107,8.324,20,53,13,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123303,40.279,5.841,35,72,14,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123310,36.171,10.551,30,186,14,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123312,61.258,10.178,11,29,10,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123320,30.249,5.593,16,7,4,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123321,27.866,8.565,12,48,7,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123322,33.391,9.271,14,38,3,CALLAO,2020,3,2020Q3,2020-07-01
2100300120123323,32.868,12.296,14,95,9,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300103,55.378,11.006,10,1,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300111,23.984,7.467,27,90,5,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300112,2.051,0.239,31,1,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300120,102.786,18.766,10,21,2,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300121,58.437,12.571,11,93,11,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300122,58.92,9.096,14,18,3,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300123,47.713,15.013,15,13,6,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300130,35.056,10.177,10,61,9,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300131,41.413,12.1,35,70,14,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300132,34.73,7.084,11,17,4,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300133,36.035,8.497,42,67,10,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300203,80.206,10.044,12,106,18,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300210,18.824,2.882,10,19,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300212,81.773,93.937,19,1,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300300,11.75,1.966,1091,4,4,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300301,14.386,2.082,70,13,4,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300303,23.415,2.806,16,10,4,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300310,33.732,8.272,16,63,9,CALLAO,2020,3,2020Q3,2020-07-01
2100300120300312,34.507,7.202,33,17,8,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301000,56.173,12.095,26,41,11,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301001,28.741,7.066,15,180,9,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301003,11.434,6.602,16,4,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301010,43.342,8.805,14,39,10,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301011,24.195,3.719,13,24,6,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301012,28.678,6.121,25,76,7,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301013,14.561,1.946,11,3,1,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301020,35.476,11.402,12,40,6,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301021,42.262,29.301,11,78,11,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301022,46.915,9.705,13,165,16,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301023,25.792,6.562,16,30,9,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301030,52.372,16.982,12,24,8,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301031,56.585,9.37,16,97,13,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301032,23.315,8.63,62,132,15,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301100,32.144,5.618,12,19,5,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301102,63.808,6.574,13,13,3,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301103,31.613,20.509,20,158,23,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301112,35.141,35.57,63,5,4,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301113,57.371,18.096,19,31,6,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301120,25.661,7.279,24,22,7,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301121,30.213,17.478,12,102,23,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301130,39.883,15.861,16,84,8,CALLAO,2020,3,2020Q3,2020-07-01
2100300120301131,27.924,10.489,11,13,6,CALLAO,2020,3,2020Q3,2020-07-01
2100300120310002,40.277,11.241,9,198,9,CALLAO,2020,3,2020Q3,2020-07-01
2100300120310020,31.982,8.57,11,46,14,CALLAO,2020,3,2020Q3,2020-07-01
2100300120103133,35.3,12.155,14,44,3,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120103311,25.564,11.802,14,49,8,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120103313,67.868,12.828,42,28,4,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120103330,54.143,11.017,14,39,7,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120103331,47.934,7.658,47,49,7,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120103332,39.953,15.668,14,49,14,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120103333,32.755,5.562,11,13,6,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120112002,31.892,10.856,10,23,7,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120112003,54.803,14.297,10,11,4,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120112020,38.593,11.597,25,192,8,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120112021,15.838,2.19,4,1,1,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120112022,42.561,13.424,12,47,6,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120112200,18.6,6.714,16,11,4,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120112201,36.522,8.08,18,24,7,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120112202,25.725,8.141,24,23,7,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120112203,23.275,6.214,78,49,7,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120112220,33.759,7.617,19,18,10,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120112221,37.962,8.264,15,84,9,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120112222,27.116,5.799,47,33,7,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120112223,28.624,15.327,11,46,9,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120112232,41.953,8.86,14,36,8,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120121111,32.41,8.025,10,11,5,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120121113,36.213,16.066,20,27,6,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120121131,102.17,12.864,12,49,5,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120121132,43.637,14.286,13,19,5,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120121133,29.17,9.518,12,50,8,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120121310,21.114,4.849,76,31,11,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120121311,49.199,9.917,14,108,14,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120121312,35.331,8.742,15,97,23,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120121313,29.096,7.588,16,174,20,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120121331,41.107,11.734,24,68,17,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120121333,45.127,12.93,13,124,10,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120123111,29.387,7.821,24,101,24,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120123113,46.99,9.495,21,76,18,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120123131,31.925,6.727,22,68,12,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130000,22.022,10.245,13,130,12,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130001,49.109,13.703,25,72,9,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130002,12.728,4.156,12,30,9,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130003,24.393,9.339,29,131,18,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130010,80.905,10.948,10,1,1,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130013,35.811,6.609,12,9,3,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130020,20.679,4.659,11,17,3,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130021,47.677,25.323,10,41,18,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130022,31.885,7.437,15,61,14,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130023,56.555,15.468,17,77,18,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130030,41.875,37.166,10,7,3,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130031,32.671,10.523,12,72,14,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130032,35.676,10.785,12,7,4,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130033,64.789,14.135,16,44,7,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130200,32.119,8.761,12,8,8,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130201,34.639,17.724,53,119,11,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130202,43.994,12.623,26,41,9,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130203,45.137,20.033,15,182,14,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130210,31.248,12.51,11,30,8,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130211,30.22,9.422,14,41,3,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130212,38.376,8.86,11,80,11,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130220,32.302,8.567,30,94,17,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130221,44.436,9.985,16,216,24,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130222,48.497,12.558,38,101,22,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130223,49.216,13.741,17,124,25,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130230,57.467,18.533,19,76,11,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130232,24.155,4.811,14,169,15,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120130233,96.471,24.545,8,27,6,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120132000,62.102,12.006,13,89,10,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120132001,24.484,4.556,11,1,1,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120132002,41.983,9.21,12,48,10,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120132003,31.095,6.271,165,61,10,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120132010,50.723,9.977,10,99,9,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120132011,29.948,8.873,11,72,7,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120132012,48.992,9.46,16,176,15,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120132013,45.081,8.692,15,153,17,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120132020,37.331,12.158,25,155,38,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120132021,50.09,16.812,20,89,18,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120132022,56.508,12.03,13,17,12,LOS OLIVOS,2020,3,2020Q3,2020-07-01
2100300120132030,31.165,11.225,11,30,7,LOS OLIVOS,2020,3,2020Q3,2020-07-01
