,quadkey,avg_d_mbps,avg_u_mbps,avg_lat_ms,tests,devices,DISTRITO,year,quarter,year_quarter,date,Fecha_Entrada,post
1237,2100300121202311,42.528,6.499,39,204,10,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1238,2100300121201233,48.04,7.089,15,31,12,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1239,2100300121201220,34.846,12.12,19,328,19,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1240,2100300121203200,22.286,4.918,13,167,19,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1241,2100300121201332,44.844,9.338,14,55,21,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1242,2100300121212010,18.764,4.125,50,33,7,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1243,2100300121203023,38.934,5.241,17,116,26,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1244,2100300121210223,32.917,5.641,13,83,25,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1245,2100300121200233,43.731,6.521,13,95,18,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1246,2100300121210231,39.432,4.872,20,10,8,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1247,2100300121201202,42.868,6.538,17,120,25,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1248,2100300121203003,34.143,5.415,10,46,1,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1249,2100300121202131,27.1,5.14,11,121,20,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1250,2100300121203203,20.696,4.292,16,102,26,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1251,2100300121200232,27.328,3.567,17,147,19,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1252,2100300121200310,27.538,5.499,13,31,12,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1253,2100300121203110,34.581,5.585,16,44,15,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1254,2100300121201200,35.719,5.239,14,49,20,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1255,2100300121200323,32.085,9.026,156,64,21,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1256,2100300121203012,46.222,5.993,15,75,13,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1257,2100300121202101,38.148,12.635,49,291,54,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1258,2100300121201331,56.516,7.723,21,32,19,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1259,2100300121201203,38.605,4.341,18,104,34,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1260,2100300121201221,29.162,4.206,14,119,27,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1261,2100300121203202,21.356,5.363,11,32,10,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1262,2100300121200332,40.692,5.782,15,94,20,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1263,2100300121203111,25.436,6.051,11,91,19,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1264,2100300121210220,38.803,8.253,16,18,7,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1265,2100300121202113,30.31,6.681,10,92,24,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1266,2100300121201212,16.648,4.669,18,25,16,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1267,2100300121201023,30.754,5.086,20,94,21,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1268,2100300121200133,23.689,4.08,17,26,12,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1269,2100300121210222,42.782,4.204,26,95,19,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1270,2100300121203010,40.47,5.847,21,38,16,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1271,2100300121201230,17.977,4.027,15,25,8,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1272,2100300121203102,48.904,7.946,10,86,17,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1273,2100300121203120,32.929,5.781,10,35,10,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1274,2100300121200300,19.196,3.12,14,18,7,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1275,2100300121201223,17.704,4.514,109,12,7,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1276,2100300121201321,53.851,8.275,18,65,14,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1277,2100300121203011,24.09,7.595,15,54,12,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1278,2100300121202133,32.862,6.397,10,78,22,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1279,2100300121203212,15.474,4.306,33,15,8,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1280,2100300121201333,27.172,5.139,10,33,9,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1281,2100300121202121,14.997,2.389,11,65,11,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1282,2100300121201231,35.583,6.186,14,37,6,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1283,2100300121203001,45.438,6.264,9,23,8,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1284,2100300121201330,57.594,5.237,12,69,16,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1285,2100300121203201,33.494,4.638,12,71,16,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1286,2100300121200302,26.05,11.054,11,25,10,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1287,2100300121212000,44.92,8.048,11,43,16,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1288,2100300121203030,40.161,8.074,10,15,2,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1289,2100300121202011,30.242,10.217,19,67,26,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1290,2100300121212002,32.398,6.323,804,102,19,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1291,2100300121200313,27.863,4.907,14,62,22,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1292,2100300121203002,31.666,4.679,16,58,11,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1293,2100300121200330,30.851,8.261,15,70,21,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1294,2100300121200312,22.807,5.089,14,25,10,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1295,2100300121202110,43.482,6.724,12,36,10,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1296,2100300121203113,12.418,4.36,13,36,2,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1297,2100300121201201,33.753,4.341,408,62,21,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1298,2100300121203020,31.183,3.979,12,62,22,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1299,2100300121212001,25.169,4.839,14,45,10,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1300,2100300121202103,40.722,6.775,15,86,19,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1301,2100300121201232,39.635,7.606,12,51,10,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1302,2100300121200231,32.21,5.246,14,43,10,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1303,2100300121202111,36.235,9.01,14,25,12,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1304,2100300121203031,17.664,6.817,11,22,4,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1305,2100300121201323,47.456,7.141,13,76,17,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1306,2100300121200213,34.908,6.203,14,57,15,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1307,2100300121210230,22.133,5.538,11,12,4,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1308,2100300121200321,29.129,5.444,15,33,15,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1309,2100300121200303,41.65,7.222,56,70,17,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1310,2100300121203032,25.686,3.874,11,55,11,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1311,2100300121203101,35.609,6.88,12,20,8,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1312,2100300121201312,64.427,8.196,13,13,3,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1313,2100300121203013,40.282,8.337,12,19,4,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1314,2100300121201210,26.722,4.722,22,41,12,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1315,2100300121203210,27.103,3.994,11,13,4,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1316,2100300121201022,17.679,3.385,44,60,7,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1317,2100300121202132,15.476,4.554,24,23,5,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1318,2100300121200301,26.142,5.782,11,84,10,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1319,2100300121200322,34.707,7.904,19,48,19,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1320,2100300121212013,12.155,3.192,196,42,3,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1321,2100300121212011,27.445,3.386,12,5,3,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1322,2100300121200320,34.038,4.734,11,18,13,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1323,2100300121203221,8.654,2.589,90,5,4,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1324,2100300121201322,33.412,4.337,11,12,5,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1325,2100300121210221,60.978,8.647,11,33,12,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1326,2100300121210232,45.925,6.106,10,4,2,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1327,2100300121212003,66.364,11.615,7,6,2,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1328,2100300121203230,21.288,2.953,9,17,5,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1329,2100300121212012,34.144,5.357,12,9,3,LA MOLINA,2019,1,2019Q1,2019Q1,2020Q4,0
1330,2100300120312003,21.079,4.793,14,149,26,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1331,2100300120310220,56.127,37.749,17,184,49,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1332,2100300120301230,20.26,2.551,34,75,14,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1333,2100300120303101,23.039,12.294,15,195,52,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1334,2100300120303110,27.019,13.566,12,152,35,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1335,2100300120312001,24.985,5.638,21,125,38,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1336,2100300120301233,22.655,7.496,26,239,33,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1337,2100300120310202,67.517,84.0,13,127,39,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1338,2100300120301333,27.089,9.974,10,89,23,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1339,2100300120303113,23.435,4.83,15,141,31,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1340,2100300120312002,28.192,5.136,21,93,29,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1341,2100300120312020,34.204,5.363,18,52,22,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1342,2100300120301321,38.309,18.609,26,178,40,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1343,2100300120301330,39.364,5.133,15,69,21,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1344,2100300120301312,53.341,3.978,26,76,12,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1345,2100300120301300,18.919,3.081,45,67,22,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1346,2100300120301302,29.538,4.419,19,173,22,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1347,2100300120301311,45.425,40.564,11,78,10,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1348,2100300120301323,23.996,14.296,18,183,40,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1349,2100300120310222,24.639,5.051,18,34,16,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1350,2100300120301332,31.975,9.326,21,167,25,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1351,2100300120301213,35.303,4.61,31,48,15,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1352,2100300120301211,27.56,4.899,13,46,13,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1353,2100300120301303,28.437,4.721,17,111,20,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1354,2100300120301331,73.287,72.748,17,32,23,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1355,2100300120310223,30.607,4.381,16,127,28,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1356,2100300120301231,26.056,5.659,19,56,19,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1357,2100300120301232,22.649,7.448,17,211,6,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1358,2100300120301320,27.634,4.392,15,68,27,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1359,2100300120310200,36.581,4.176,17,68,21,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1360,2100300120301301,22.638,4.043,31,38,19,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1361,2100300120312000,26.352,4.337,27,220,35,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1362,2100300120303112,18.121,3.04,13,29,10,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1363,2100300120303111,29.901,6.748,21,102,32,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1364,2100300120310022,24.123,5.848,13,55,11,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1365,2100300120301322,24.58,4.467,43,28,16,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1366,2100300120301310,15.438,2.866,15,7,3,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1367,2100300120303100,13.299,2.826,9,2,2,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1368,2100300120301133,18.549,4.404,29,7,4,SAN MIGUEL,2019,1,2019Q1,2019Q1,2019Q3,0
1369,2100300120300311,34.567,3.966,21,51,11,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1370,2100300120301122,32.241,6.342,71,122,16,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1371,2100300120301023,27.208,4.049,17,41,8,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1372,2100300120301130,10.803,2.209,18,151,6,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1373,2100300120301300,18.919,3.081,45,67,22,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1374,2100300120301210,35.112,4.289,62,20,8,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1375,2100300120301032,24.15,4.691,14,44,9,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1376,2100300120301123,23.307,3.402,17,49,18,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1377,2100300120301211,27.56,4.899,13,46,13,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1378,2100300120301202,25.106,4.64,40,26,9,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1379,2100300120301030,35.447,3.176,25,18,10,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1380,2100300120300313,31.637,4.689,17,60,9,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1381,2100300120301301,22.638,4.043,31,38,19,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1382,2100300120301022,23.027,4.419,21,25,6,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1383,2100300120300133,21.769,3.915,21,59,10,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1384,2100300120301121,22.641,4.633,20,67,22,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1385,2100300120301200,33.597,5.329,15,8,6,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1386,2100300120300312,25.647,3.593,13,3,3,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1387,2100300120301120,30.214,7.826,19,8,4,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1388,2100300120301033,33.734,5.805,15,9,5,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1389,2100300120301031,21.842,2.839,15,8,4,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1390,2100300120300310,20.035,2.662,13,12,4,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1391,2100300120301310,15.438,2.866,15,7,3,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1392,2100300120300132,15.236,1.492,42,10,5,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1393,2100300120301201,19.178,1.444,10,2,2,BELLAVISTA,2019,1,2019Q1,2019Q1,,0
1394,2100300120311123,32.214,7.865,16,39,10,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1395,2100300121200022,21.494,6.705,11,12,3,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1396,2100300121200030,25.499,11.131,26,144,30,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1397,2100300120311121,25.331,3.793,13,17,6,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1398,2100300120133321,20.096,4.204,19,50,9,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1399,2100300120311103,67.928,4.573,17,72,7,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1400,2100300120133330,20.894,2.79,205,10,6,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1401,2100300120311301,17.862,3.502,31,197,14,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1402,2100300120311133,17.777,4.97,17,67,12,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1403,2100300120133333,28.498,3.287,86,73,13,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1404,2100300120311110,28.14,10.848,15,72,16,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1405,2100300121022330,19.125,2.77,14,32,10,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1406,2100300120133312,27.628,8.017,12,10,7,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1407,2100300120133320,10.359,1.617,17,4,3,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1408,2100300121200031,14.344,2.468,26,11,5,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1409,2100300120311102,69.602,8.882,22,113,6,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1410,2100300121022222,8.107,3.648,166,162,8,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1411,2100300121022321,31.07,4.402,24,78,8,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1412,2100300121200032,28.721,16.855,14,39,12,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1413,2100300120311310,23.426,3.561,42,56,5,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1414,2100300121200010,24.196,6.883,12,19,4,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1415,2100300121200011,19.664,3.322,12,17,6,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1416,2100300120311132,7.91,1.083,206,217,3,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1417,2100300121022313,12.552,5.137,26,38,12,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1418,2100300120311311,48.365,31.628,12,134,10,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1419,2100300120311130,15.912,1.982,13,29,6,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1420,2100300120133323,12.937,3.486,14,28,6,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1421,2100300120311112,10.687,3.42,19,55,13,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1422,2100300121022303,10.319,1.439,37,41,3,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1423,2100300120311111,41.611,5.31,10,6,3,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1424,2100300120133332,17.81,3.363,22,28,7,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1425,2100300120133313,12.268,2.923,40,21,6,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1426,2100300121022213,9.193,1.232,19,14,4,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1427,2100300121200003,24.726,5.14,972,25,5,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1428,2100300120133331,17.063,3.473,49,57,8,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1429,2100300120311131,15.285,2.375,11,7,2,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1430,2100300121200001,16.965,4.374,10,6,3,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1431,2100300121022322,26.385,5.721,19,15,6,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1432,2100300121022203,14.637,2.351,13,66,5,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1433,2100300121022312,40.395,4.541,18,6,3,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1434,2100300121023202,7.03,2.153,58,9,2,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1435,2100300121022202,11.568,3.487,13,11,6,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1436,2100300121200021,21.299,5.282,56,5,3,EL AGUSTINO,2019,1,2019Q1,2019Q1,2020Q4,0
1437,2100300120130031,14.385,3.415,26,128,12,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1438,2100300120112223,27.82,12.455,87,35,8,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1439,2100300120112211,24.536,16.352,23,61,10,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1440,2100300120110321,25.632,2.682,16,66,5,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1441,2100300120130033,18.6,2.039,63,16,3,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1442,2100300120112113,30.083,4.097,20,33,7,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1443,2100300120110330,33.949,5.389,14,88,6,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1444,2100300120130300,34.898,5.557,21,14,4,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1445,2100300120112233,17.503,3.618,33,7,5,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1446,2100300120112302,13.34,3.007,25,209,9,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1447,2100300120112201,13.949,2.384,70,25,4,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1448,2100300120112230,24.57,4.256,69,16,6,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1449,2100300120112320,15.59,2.334,38,20,7,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1450,2100300120112033,20.935,4.628,16,31,10,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1451,2100300120130013,10.451,3.061,18,20,6,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1452,2100300120112031,16.798,3.003,18,55,9,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1453,2100300120113003,6.051,1.874,20,4,3,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1454,2100300120112130,17.155,2.174,23,30,4,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1455,2100300120112301,15.85,2.629,15,49,7,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1456,2100300120112232,21.405,9.044,11,21,6,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1457,2100300120112120,25.491,13.85,14,153,12,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1458,2100300120111220,3.458,2.466,115,9,5,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1459,2100300120112032,15.881,3.461,66,4,1,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1460,2100300120112303,30.226,6.348,16,21,5,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1461,2100300120110332,11.473,2.969,20,23,3,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1462,2100300120112300,21.231,2.908,43,34,5,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1463,2100300120113001,24.167,4.914,17,28,3,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1464,2100300120130100,36.713,4.671,28,24,5,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1465,2100300120110320,14.794,3.636,12,7,5,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1466,2100300120110312,55.825,6.031,17,7,4,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1467,2100300120130110,17.961,2.459,21,9,2,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1468,2100300120130101,15.474,2.933,13,12,6,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1469,2100300120130123,8.467,2.346,17,10,2,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1470,2100300120113011,23.458,4.419,26,13,2,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1471,2100300120112212,18.895,3.087,11,4,2,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1472,2100300120112100,28.477,4.009,358,10,4,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1473,2100300120112112,21.696,7.235,21,15,3,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1474,2100300120112110,19.445,4.86,44,4,2,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1475,2100300120130102,26.171,2.308,237,5,2,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1476,2100300120112101,22.658,6.148,19,20,5,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1477,2100300120110331,22.462,3.731,18,10,6,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1478,2100300120112221,32.868,5.204,15,15,5,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1479,2100300120130112,29.517,4.345,11,3,2,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1480,2100300120112310,19.279,5.453,23,8,2,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
1481,2100300120110313,14.597,2.717,30,19,4,COMAS,2019,1,2019Q1,2019Q1,2021Q2,0
